smiles	status	PUBCHEM_CID	InChI	IUPAC	Isomeric_SMILES	Name	Source
CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C(=CC[C@@]4([C@@H]3C[C@@H](OC(=O)/C=C(/C(C)C)\C)[C@]3([C@]4(O)CC[C@@]3(O)C(=O)C)C)O)C2)C)O[C@@H]([C@H]1O[C@H]1C[C@H](OC)[C@@H]([C@H](O1)C)O[C@H]1C[C@@H](OC)[C@@H]([C@H](O1)C)O)C	1	10079485	InChI=1S/C49H78O16/c1-25(2)26(3)19-38(51)63-37-24-36-45(8)15-14-32(20-31(45)13-16-48(36,54)49(55)18-17-47(53,30(7)50)46(37,49)9)62-39-22-34(57-11)43(28(5)60-39)65-41-23-35(58-12)44(29(6)61-41)64-40-21-33(56-10)42(52)27(4)59-40/h13,19,25,27-29,32-37,39-44,52-55H,14-18,20-24H2,1-12H3/b26-19+/t27-,28-,29-,32+,33-,34+,35+,36-,37-,39+,40+,41+,42-,43-,44-,45+,46-,47-,48+,49-/m1/s1	[(3S,8S,9R,10R,12R,13S,14R,17S)-17-acetyl-8,14,17-trihydroxy-3-[(2R,4S,5R,6R)-5-[(2S,4S,5R,6R)-5-[(2S,4R,5R,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-4-methoxy-6-methyloxan-2-yl]oxy-10,13-dimethyl-1,2,3,4,7,9,11,12,15,16-decahydrocyclopenta[a]phenanthren-12-yl] (E)-3,4-dimethylpent-2-enoate	C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2OC)O[C@@H]3[C@H](O[C@H](C[C@@H]3OC)O[C@H]4CC[C@@]5([C@H]6C[C@H]([C@@]7([C@@](CC[C@@]7([C@@]6(CC=C5C4)O)O)(C(=O)C)O)C)OC(=O)/C=C(\C)/C(C)C)C)C)C)OC)O	Otophylloside B	DrugAge Database
COC(=O)[C@H](Cc1cnc[nH]1)N	1	92893	InChI=1S/C7H11N3O2/c1-12-7(11)6(8)2-5-3-9-4-10-5/h3-4,6H,2,8H2,1H3,(H,9,10)/t6-/m0/s1	methyl (2S)-2-amino-3-(1H-imidazol-5-yl)propanoate	COC(=O)[C@H](CC1=CN=CN1)N	L-histidine methyl ester	DrugAge Database
COC(=O)/C=C/c1cc(O)ccc1O	1	5353609	InChI=1S/C10H10O4/c1-14-10(13)5-2-7-6-8(11)3-4-9(7)12/h2-6,11-12H,1H3/b5-2+	methyl (E)-3-(2,5-dihydroxyphenyl)prop-2-enoate	COC(=O)/C=C/C1=C(C=CC(=C1)O)O	Erbstatin analog	DrugAge Database
COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCN(Cc1ccccc1)C)C	1	4474	InChI=1S/C26H29N3O6/c1-17-22(25(30)34-4)24(20-11-8-12-21(15-20)29(32)33)23(18(2)27-17)26(31)35-14-13-28(3)16-19-9-6-5-7-10-19/h5-12,15,24,27H,13-14,16H2,1-4H3	5-O-[2-[benzyl(methyl)amino]ethyl] 3-O-methyl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate	CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC	Nicardipine hydrochloride	Geroprotective Compounds
COC(=O)C1=CCCN(C1)C	1	2230	InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3	methyl 1-methyl-3,6-dihydro-2H-pyridine-5-carboxylate	CN1CCC=C(C1)C(=O)OC	Arecoline	DrugAge Database
COC(=O)c1c(c2cc(OC)c(c(c2)OC)OC)c2ccnc(c2c(=O)n1Cc1ccnc(c1)C)OCc1ncccn1	0	5368	InChI=1S/C31H29N5O7/c1-18-13-19(7-11-32-18)16-36-27(31(38)42-5)25(20-14-22(39-2)28(41-4)23(15-20)40-3)21-8-12-35-29(26(21)30(36)37)43-17-24-33-9-6-10-34-24/h6-15H,16-17H2,1-5H3	methyl 2-[(2-methylpyridin-4-yl)methyl]-1-oxo-8-(pyrimidin-2-ylmethoxy)-4-(3,4,5-trimethoxyphenyl)-2,7-naphthyridine-3-carboxylate	CC1=NC=CC(=C1)CN2C(=C(C3=C(C2=O)C(=NC=C3)OCC4=NC=CC=N4)C5=CC(=C(C(=C5)OC)OC)OC)C(=O)OC	T-0156	PMID: 24134630
COC(=O)c1ccc(c(c1)O)O	1	287064	InChI=1S/C8H8O4/c1-12-8(11)5-2-3-6(9)7(10)4-5/h2-4,9-10H,1H3	methyl 3,4-dihydroxybenzoate	COC(=O)C1=CC(=C(C=C1)O)O	Methyl 3,4-dihydroxybenzoate	DrugAge Database
COC(=O)c1ncc2c(c1)c1ccccc1[nH]2	0	107704	InChI=1S/C13H10N2O2/c1-17-13(16)11-6-9-8-4-2-3-5-10(8)15-12(9)7-14-11/h2-7,15H,1H3	methyl 9H-pyrido[3,4-b]indole-3-carboxylate	COC(=O)C1=NC=C2C(=C1)C3=CC=CC=C3N2	Methyl beta-carboline-3-carboxylate	PMID: 24134630
COC(=O)Nc1nc2c([nH]1)cc(cc2)C(=O)c1cccs1	1	4122	InChI=1S/C14H11N3O3S/c1-20-14(19)17-13-15-9-5-4-8(7-10(9)16-13)12(18)11-3-2-6-21-11/h2-7H,1H3,(H2,15,16,17,19)	methyl N-[6-(thiophene-2-carbonyl)-1H-benzimidazol-2-yl]carbamate	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3	Nocodazole	DrugAge Database
COC[C@H]1OC(=O)c2c3[C@@]1(C)C1=C(C(=O)c3oc2)[C@H]2[C@@](C[C@H]1OC(=O)C)(C)C(=O)CC2	1	312145	InChI=1S/C23H24O8/c1-10(24)30-13-7-22(2)12(5-6-14(22)25)16-18(13)23(3)15(9-28-4)31-21(27)11-8-29-20(17(11)23)19(16)26/h8,12-13,15H,5-7,9H2,1-4H3/t12-,13+,15+,22-,23-/m0/s1	[(1R,3R,5S,9R,18S)-18-(methoxymethyl)-1,5-dimethyl-6,11,16-trioxo-13,17-dioxapentacyclo[10.6.1.02,10.05,9.015,19]nonadeca-2(10),12(19),14-trien-3-yl] acetate	CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)C5=COC(=C54)C3=O)COC)C)C	Wortmanin	DrugAge Database
COC1[C@H](O)[C@@H](O)C([C@@H]([C@@H]1O)O)O	1	164619	InChI=1S/C7H14O6/c1-13-7-5(11)3(9)2(8)4(10)6(7)12/h2-12H,1H3/t2?,3-,4-,5-,6+,7?/m0/s1	(1S,2S,4S,5R)-6-methoxycyclohexane-1,2,3,4,5-pentol	COC1[C@@H]([C@H](C([C@@H]([C@@H]1O)O)O)O)O	Pinitol	DrugAge Database
COC1=C(OC)C(=O)C(=C(C1=O)C/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C)\C)C	1	5281915	InChI=1S/C59H90O4/c1-44(2)24-15-25-45(3)26-16-27-46(4)28-17-29-47(5)30-18-31-48(6)32-19-33-49(7)34-20-35-50(8)36-21-37-51(9)38-22-39-52(10)40-23-41-53(11)42-43-55-54(12)56(60)58(62-13)59(63-14)57(55)61/h24,26,28,30,32,34,36,38,40,42H,15-23,25,27,29,31,33,35,37,39,41,43H2,1-14H3/b45-26+,46-28+,47-30+,48-32+,49-34+,50-36+,51-38+,52-40+,53-42+	2-[(2E,6E,10E,14E,18E,22E,26E,30E,34E)-3,7,11,15,19,23,27,31,35,39-decamethyltetraconta-2,6,10,14,18,22,26,30,34,38-decaenyl]-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione	CC1=C(C(=O)C(=C(C1=O)OC)OC)C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C	Coenzyme Q10	DrugAge Database
COc1c(C/C=C(/CCC(=O)O)\C)c(O)c2c(c1C)COC2=O	1	446541	InChI=1S/C17H20O6/c1-9(5-7-13(18)19)4-6-11-15(20)14-12(8-23-17(14)21)10(2)16(11)22-3/h4,20H,5-8H2,1-3H3,(H,18,19)/b9-4+	(E)-6-(4-hydroxy-6-methoxy-7-methyl-3-oxo-1H-2-benzofuran-5-yl)-4-methylhex-4-enoic acid	CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)O)O	Mycophenolic Acid	DrugAge Database
COc1c(O)cc(cc1O)C1Oc2c(C[C@H]1O)c(O)cc(c2[C@@H]1[C@@H](O)[C@H](Oc2c1c(O)cc(c2)O)c1ccc(cc1)O)O	1	108065	InChI=1S/C31H28O12/c1-41-31-20(37)6-13(7-21(31)38)28-22(39)10-16-17(34)11-19(36)25(30(16)43-28)26-24-18(35)8-15(33)9-23(24)42-29(27(26)40)12-2-4-14(32)5-3-12/h2-9,11,22,26-29,32-40H,10H2,1H3/t22-,26-,27-,28?,29-/m1/s1	(3R)-2-(3,5-dihydroxy-4-methoxyphenyl)-8-[(2R,3R,4R)-3,5,7-trihydroxy-2-(4-hydroxyphenyl)-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol	COC1=C(C=C(C=C1O)C2[C@@H](CC3=C(O2)C(=C(C=C3O)O)[C@@H]4[C@H]([C@H](OC5=CC(=CC(=C45)O)O)C6=CC=C(C=C6)O)O)O)O	Proanthocycanidin	DrugAge Database
COc1c(OC)ccc2c1c[n+]1CCc3c(-c1c2)cc1c(c3)OCO1	1	2353	InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1	16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC	Berberine	DrugAge Database
COC1C=C(/C=C/c2ccccc2)C=C(C1(O)F)OC	1	129845826	InChI=1S/C16H17FO3/c1-19-14-10-13(11-15(20-2)16(14,17)18)9-8-12-6-4-3-5-7-12/h3-11,14,18H,1-2H3/b9-8+	1-fluoro-2,6-dimethoxy-4-[(E)-2-phenylethenyl]cyclohexa-2,4-dien-1-ol	COC1C=C(C=C(C1(O)F)OC)/C=C/C2=CC=CC=C2	trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene	DrugAge Database
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(c(c2)OC)O)ccc1O	1	969516	InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+	(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione	COC1=C(C=CC(=C1)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O	Curcumin	DrugAge Database
COc1cc(/C=C/C(=O)O)ccc1O	1	445858	InChI=1S/C10H10O4/c1-14-9-6-7(2-4-8(9)11)3-5-10(12)13/h2-6,11H,1H3,(H,12,13)/b5-3+	(E)-3-(4-hydroxy-3-methoxyphenyl)prop-2-enoic acid	COC1=C(C=CC(=C1)/C=C/C(=O)O)O	Ferulic Acid	DrugAge Database
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O	1	122797	InChI=1S/C21H20O8/c1-25-15-3-9(4-16(26-2)20(15)23)17-10-5-13-14(29-8-28-13)6-11(10)19(22)12-7-27-21(24)18(12)17/h3-6,12,17-19,22-23H,7-8H2,1-2H3/t12-,17+,18-,19+/m0/s1	(5S,5aR,8aR,9R)-5-hydroxy-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-8-one	COC1=CC(=CC(=C1O)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@@H](C4=CC5=C(C=C24)OCO5)O	4'-Demethylpipodophyllotoxin	DrugAge Database
COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)C	0	36462	InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1	(5S,5aR,8aR,9R)-5-[[(2R,4aR,6R,7R,8R,8aS)-7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl]oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	Etoposide	PMID: 24134630
COc1cc(CC2COC(=O)C2Cc2ccc(c(c2)OC)O)cc(c1O)C(C(c1ccc(c(c1)OC)O)O)CO	1	323896	InChI=1S/C30H34O10/c1-37-25-11-16(4-6-23(25)32)9-20-19(15-40-30(20)36)8-17-10-21(29(35)27(12-17)39-3)22(14-31)28(34)18-5-7-24(33)26(13-18)38-2/h4-7,10-13,19-20,22,28,31-35H,8-9,14-15H2,1-3H3	4-[[3-[1,3-dihydroxy-1-(4-hydroxy-3-methoxyphenyl)propan-2-yl]-4-hydroxy-5-methoxyphenyl]methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	COC1=CC(=CC(=C1O)C(CO)C(C2=CC(=C(C=C2)O)OC)O)CC3COC(=O)C3CC4=CC(=C(C=C4)O)OC	Lappaol C	DrugAge Database
COc1cc(CC2COC(=O)C2Cc2ccc(c(c2)OC)O)cc2c1OC(C2CO)c1ccc(c(c1)OC)O	1	323894	InChI=1S/C30H32O9/c1-35-25-11-16(4-6-23(25)32)9-20-19(15-38-30(20)34)8-17-10-21-22(14-31)28(39-29(21)27(12-17)37-3)18-5-7-24(33)26(13-18)36-2/h4-7,10-13,19-20,22,28,31-33H,8-9,14-15H2,1-3H3	4-[[2-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-7-methoxy-2,3-dihydro-1-benzofuran-5-yl]methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	COC1=CC(=CC2=C1OC(C2CO)C3=CC(=C(C=C3)O)OC)CC4COC(=O)C4CC5=CC(=C(C=C5)O)OC	(Iso)lappaol A	DrugAge Database
COc1cc(CCC(=O)CC(=O)CCc2ccc(c(c2)OC)O)ccc1O	1	124072	InChI=1S/C21H24O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h5-6,9-12,24-25H,3-4,7-8,13H2,1-2H3	1,7-bis(4-hydroxy-3-methoxyphenyl)heptane-3,5-dione	COC1=C(C=CC(=C1)CCC(=O)CC(=O)CCC2=CC(=C(C=C2)O)OC)O	Tetrahydrocurcumin	DrugAge Database
COc1cc(ccc1O)[C@@H]1[C@H]2CO[C@@]3([C@H]2C(=C[C@H]1C3=O)[C@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O)O	1	11982272	InChI=1S/C25H22O10/c1-33-16-4-9(2-3-14(16)27)18-11-7-12(20-13(18)8-34-25(20,32)24(11)31)23-22(30)21(29)19-15(28)5-10(26)6-17(19)35-23/h2-7,11,13,18,20,22-23,26-28,30,32H,8H2,1H3/t11-,13-,18+,20+,22+,23-,25-/m1/s1	(1R,3R,6R,7R,10R)-3-hydroxy-10-(4-hydroxy-3-methoxyphenyl)-8-[(2R,3R)-3,5,7-trihydroxy-4-oxo-2,3-dihydrochromen-2-yl]-4-oxatricyclo[4.3.1.03,7]dec-8-en-2-one	COC1=C(C=CC(=C1)[C@@H]2[C@H]3CO[C@@]4([C@H]3C(=C[C@H]2C4=O)[C@@H]5[C@H](C(=O)C6=C(C=C(C=C6O5)O)O)O)O)O	Silydianin	DrugAge Database
COc1cc(ccc1O)C[C@H]1C(=O)OC[C@@H]1Cc1ccc(c(c1)OC)O	1	119205	InChI=1S/C20H22O6/c1-24-18-9-12(3-5-16(18)21)7-14-11-26-20(23)15(14)8-13-4-6-17(22)19(10-13)25-2/h3-6,9-10,14-15,21-22H,7-8,11H2,1-2H3/t14-,15+/m0/s1	(3R,4R)-3,4-bis[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O	Matairesinol	DrugAge Database
COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O)O	1	5281654	InChI=1S/C16H12O7/c1-22-11-4-7(2-3-9(11)18)16-15(21)14(20)13-10(19)5-8(17)6-12(13)23-16/h2-6,17-19,21H,1H3	3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one	COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O	Isorhamnetin	DrugAge Database
COc1cc(ccc1O)CC(=O)O	0	1738	InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)	2-(4-hydroxy-3-methoxyphenyl)acetic acid	COC1=C(C=CC(=C1)CC(=O)O)O	4-Hydroxy-3-methoxyphenylacetic acid	PMID: 24134630
COc1cc(ccc1OC)C[C@H]1COC(=O)[C@@H]1Cc1ccc(c(c1)OC)O	1	64981	InChI=1S/C21H24O6/c1-24-18-7-5-13(11-20(18)26-3)8-15-12-27-21(23)16(15)9-14-4-6-17(22)19(10-14)25-2/h4-7,10-11,15-16,22H,8-9,12H2,1-3H3/t15-,16+/m0/s1	(3R,4R)-4-[(3,4-dimethoxyphenyl)methyl]-3-[(4-hydroxy-3-methoxyphenyl)methyl]oxolan-2-one	COC1=C(C=C(C=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)OC	Arctigenin	DrugAge Database
COc1cc(ccc1OC)c1cc(=O)c2c(o1)c(OC)c(c(c2O)OC)OC	1	358832	InChI=1S/C20H20O8/c1-23-12-7-6-10(8-14(12)24-2)13-9-11(21)15-16(22)18(25-3)20(27-5)19(26-4)17(15)28-13/h6-9,22H,1-5H3	2-(3,4-dimethoxyphenyl)-5-hydroxy-6,7,8-trimethoxychromen-4-one	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(C(=C(C(=C3O2)OC)OC)OC)O)OC	5′-Hydroxy-6, 7, 8, 3′, 4′-pentamethoxyflavone	DrugAge Database
COc1cc(ccc1OC)c1cc(=O)c2c(o1)c(OC)c(c(c2OC)OC)OC	1	72344	InChI=1S/C21H22O8/c1-23-13-8-7-11(9-15(13)24-2)14-10-12(22)16-17(25-3)19(26-4)21(28-6)20(27-5)18(16)29-14/h7-10H,1-6H3	2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxychromen-4-one	COC1=C(C=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC)OC	Nobiletin	DrugAge Database
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O	1	1548943	InChI=1S/C18H27NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h6,8,10-12,14,20H,4-5,7,9,13H2,1-3H3,(H,19,21)/b8-6+	(E)-N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnon-6-enamide	CC(C)/C=C/CCCCC(=O)NCC1=CC(=C(C=C1)O)OC	Capsaicin	DrugAge Database
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O	0	107982	InChI=1S/C18H29NO3/c1-14(2)8-6-4-5-7-9-18(21)19-13-15-10-11-16(20)17(12-15)22-3/h10-12,14,20H,4-9,13H2,1-3H3,(H,19,21)	N-[(4-hydroxy-3-methoxyphenyl)methyl]-8-methylnonanamide	CC(C)CCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC	Dihydrocapsaicin	PMID: 24134630
COc1cc(O)c(c(c1C(=O)/C=C/c1ccc(cc1)O)O)CC=C(C)C	1	639665	InChI=1S/C21H22O5/c1-13(2)4-10-16-18(24)12-19(26-3)20(21(16)25)17(23)11-7-14-5-8-15(22)9-6-14/h4-9,11-12,22,24-25H,10H2,1-3H3/b11-7+	(E)-1-[2,4-dihydroxy-6-methoxy-3-(3-methylbut-2-enyl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one	CC(=CCC1=C(C(=C(C=C1O)OC)C(=O)/C=C/C2=CC=C(C=C2)O)O)C	Xanthohumol	DrugAge Database
COc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1	1	5281954	InChI=1S/C16H12O4/c1-19-11-7-12(17)16-13(18)9-14(20-15(16)8-11)10-5-3-2-4-6-10/h2-9,17H,1H3	5-hydroxy-7-methoxy-2-phenylchromen-4-one	COC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=CC=C3)O	Tectochrysin	DrugAge Database
COc1cc(O)c2c(c1)occ(c2=O)c1ccc(cc1)O	1	5281804	InChI=1S/C16H12O5/c1-20-11-6-13(18)15-14(7-11)21-8-12(16(15)19)9-2-4-10(17)5-3-9/h2-8,17-18H,1H3	5-hydroxy-3-(4-hydroxyphenyl)-7-methoxychromen-4-one	COC1=CC(=C2C(=C1)OC=C(C2=O)C3=CC=C(C=C3)O)O	Prunetin	DrugAge Database
COc1cc2-c3cc(=Nc4c(C)cc(cc4C)C)n(c(=O)n3CCc2cc1OC)C	1	5537	InChI=1S/C24H27N3O3/c1-14-9-15(2)23(16(3)10-14)25-22-13-19-18-12-21(30-6)20(29-5)11-17(18)7-8-27(19)24(28)26(22)4/h9-13H,7-8H2,1-6H3	9,10-dimethoxy-3-methyl-2-(2,4,6-trimethylphenyl)imino-6,7-dihydropyrimido[6,1-a]isoquinolin-4-one	CC1=CC(=C(C(=C1)C)N=C2C=C3C4=CC(=C(C=C4CCN3C(=O)N2C)OC)OC)C	Trequinsin hydrochloride	Geroprotective Compounds
COc1cc2c(cc1OC)CCN(C[C@@H]2c1ccccc1)C	0	91277	InChI=1S/C19H23NO2/c1-20-10-9-15-11-18(21-2)19(22-3)12-16(15)17(13-20)14-7-5-4-6-8-14/h4-8,11-12,17H,9-10,13H2,1-3H3/t17-/m1/s1	(5R)-7,8-dimethoxy-3-methyl-5-phenyl-1,2,4,5-tetrahydro-3-benzazepine	CN1CCC2=CC(=C(C=C2[C@H](C1)C3=CC=CC=C3)OC)OC	R(-)-SCH-12679 maleate	PMID: 24134630
COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C[C@@H](Oc1cc2)C(=C)C	1	6758	InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3/t16-,20-,21+/m1/s1	(1S,6R,13S)-16,17-dimethoxy-6-prop-1-en-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one	CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC	Rotenone	DrugAge Database
COc1cc2c(cc1OC)OC[C@@H]1[C@H]2C(=O)c2c(O1)c1C[C@@H](Oc1cc2)C(C)C	1	243725	InChI=1S/C23H24O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,11,16,20-21H,8,10H2,1-4H3/t16-,20-,21+/m1/s1	(1S,6R,13S)-16,17-dimethoxy-6-propan-2-yl-2,7,20-trioxapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-3(11),4(8),9,14,16,18-hexaen-12-one	CC(C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC	Dihydrorotenon	DrugAge Database
COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Cl	1	2051	InChI=1S/C16H14ClN3O2/c1-21-14-7-12-13(8-15(14)22-2)18-9-19-16(12)20-11-5-3-4-10(17)6-11/h3-9H,1-2H3,(H,18,19,20)	N-(3-chlorophenyl)-6,7-dimethoxyquinazolin-4-amine	COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)Cl)OC	Tyrphostin AG 1478	DrugAge Database
COc1cc2C[C@@H](c2cc1OC)CN(CCCN1CCc2c(CC1=O)cc(c(c2)OC)OC)C	1	132999	InChI=1S/C27H36N2O5/c1-28(17-21-11-20-14-25(33-4)26(34-5)16-22(20)21)8-6-9-29-10-7-18-12-23(31-2)24(32-3)13-19(18)15-27(29)30/h12-14,16,21H,6-11,15,17H2,1-5H3/t21-/m1/s1	3-[3-[[(7S)-3,4-dimethoxy-7-bicyclo[4.2.0]octa-1,3,5-trienyl]methyl-methylamino]propyl]-7,8-dimethoxy-2,5-dihydro-1H-3-benzazepin-4-one	CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC	Ivabradine	DrugAge Database
COc1cc2CCN([C@@H]3c2cc1Oc1cc(ccc1O)C[C@@H]1c2c(CC[N+]1(C)C)cc(c(c2Oc1ccc(C3)cc1)O)OC)C	1	6000	InChI=1S/C37H40N2O6/c1-38-14-12-24-19-32(42-4)33-21-27(24)28(38)16-22-6-9-26(10-7-22)44-37-35-25(20-34(43-5)36(37)41)13-15-39(2,3)29(35)17-23-8-11-30(40)31(18-23)45-33/h6-11,18-21,28-29H,12-17H2,1-5H3,(H-,40,41)/p+1/t28-,29+/m0/s1	(1S,16R)-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-30-aza-15-azoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene-9,21-diol	CN1CCC2=CC(=C3C=C2[C@@H]1CC4=CC=C(C=C4)OC5=C6[C@@H](CC7=CC(=C(C=C7)O)O3)[N+](CCC6=CC(=C5O)OC)(C)C)OC	Curare	Geroprotective Compounds
